Post Number,Platform,Username,Content URL,Text,Creation Date,Likes,Comments,Additional Info,index,cleaned_text,segment
63,YouTube,@dineshkhatri3859,https://www.youtube.com/watch?v=AK4zs3rRP1U,ranbir is so honest with himself thats why he is so success.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",163,ranbir honest thats success,4
64,YouTube,@dstheotakuUwU,https://www.youtube.com/watch?v=AK4zs3rRP1U,Web series One Aged WELL,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",164,web series one aged well,4
65,YouTube,@anilatarannum,https://www.youtube.com/watch?v=AK4zs3rRP1U,"People don&#39;t realize that AIB and these stars (SRK, Ranbir) have obviously worked together before. Writing for award shows and other stuff. So they already know each other, that&#39;s why there&#39;s that comfort/AiB being too frank. They already have an equation, and probably like each other&#39;s company. <br><br>Ranbir even mentioned that he would only do an award show with AIB, because he has fun doing it. People in the comments need to relaxxxx",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",165,people 39 realize aib stars srk ranbir obviously worked together writing award shows stuff already know 39 39 comfort aib frank already equation probably like 39 company br br ranbir even mentioned would award show aib fun people comments need relaxxxx,5
66,YouTube,@franky0517,https://www.youtube.com/watch?v=AK4zs3rRP1U,"I dont like how these bunch of fuckers are treating Ranbir. Ranbir looks like didn&#39;t mind it at all, which only adds to his greatness. Props to Ranbir for indulging these chuts.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",166,dont like bunch fuckers treating ranbir ranbir looks like 39 mind adds greatness props ranbir indulging chuts,5
67,YouTube,@ABCXYZ-gg4vn,https://www.youtube.com/watch?v=AK4zs3rRP1U,"I&#39;m a very huge fan of SRK but i don&#39;t want to believe him when he says &quot;I&#39;m the last of the stars&quot;. I can already see Ranbir Kapoor continuing the legacy of Kapoors as Superstars. He&#39;s in fact the best actor (acting wise) we have in the industry right now, regardless of the stardom of other khans, Kumar, Roshan and Devan.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",167,39 huge fan srk 39 want believe says quot 39 last stars quot already see ranbir kapoor continuing legacy kapoors superstars 39 fact best actor acting wise industry right regardless stardom khans kumar roshan devan,5
68,YouTube,@notthatguy0934,https://www.youtube.com/watch?v=AK4zs3rRP1U,Aib in this interview was extremely disrespectful and unfunny.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",168,aib interview extremely disrespectful unfunny,5
69,YouTube,@therhythmsdancecrew6462,https://www.youtube.com/watch?v=AK4zs3rRP1U,Rohan was so insecure there bcz its AIB (their platform) nd Ranbir has got al the footage... Funny is Rohan dated Shaheen Alia bhatt&#39;s sister..,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",169,rohan insecure bcz aib platform nd ranbir got al footage funny rohan dated shaheen alia bhatt 39 sister,5
70,YouTube,@Wihan4599,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=341"">5:41</a>",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",170,href,5
71,YouTube,@vedanshverma1435,https://www.youtube.com/watch?v=AK4zs3rRP1U,ROHAN YAAAAR 😭😭😭,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",171,rohan yaaaar,5
72,YouTube,@aaditshetye9891,https://www.youtube.com/watch?v=AK4zs3rRP1U,bro i was just laughing throughout this podcast <br>this is not like a normal podcast,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",172,bro laughing throughout podcast br like normal podcast,5
73,YouTube,@sameerkashyap1750,https://www.youtube.com/watch?v=AK4zs3rRP1U,"The web series discussion is fascinating. Because Ranbir doubting the reach and acceptance of web series. And saying it would take away people away from his theatres. And how Tamasha and similar movies wouldn&#39;t garner crowds because of OTT and Rohan arguing that it gets a second life. Like, these are all the things which we talk about now. Love how ahead AIB people could see and anticipating how the crowd&#39;s patterns and habits would change.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",173,web series discussion fascinating ranbir doubting reach acceptance web series saying would take away people away theatres tamasha similar movies 39 garner crowds ott rohan arguing gets second life like things talk love ahead aib people could see anticipating crowd 39 patterns habits would change,5
74,YouTube,@Mumbojumbo-bat,https://www.youtube.com/watch?v=AK4zs3rRP1U,F these guys were interrupting him like cray. and they are kind of annoying but somehow it was good and they all kept it together.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",174,f guys interrupting like cray kind annoying somehow good kept together,5
75,YouTube,@Serenitylord69,https://www.youtube.com/watch?v=AK4zs3rRP1U,Watching this in 2023 lol,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",175,watching 2023 lol,5
76,YouTube,@ineedthiss,https://www.youtube.com/watch?v=AK4zs3rRP1U,Respect to the honest man of Bollywood 😎,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",176,respect honest man bollywood,5
77,YouTube,@Mayank_6969,https://www.youtube.com/watch?v=AK4zs3rRP1U,Ranbir is still relevant in 2023 about koffee with karan,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",177,ranbir still relevant 2023 koffee karan,5
78,YouTube,@allthingsmovies,https://www.youtube.com/watch?v=AK4zs3rRP1U,"Watching AIB podcasts with RK, SRK is an annual ritual. Never gets boring! 😊",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",178,watching aib podcasts rk srk annual ritual never gets boring,5
79,YouTube,@piyushsharma6811,https://www.youtube.com/watch?v=AK4zs3rRP1U,laut aao AIB 😭😿,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",179,laut aao aib,5
80,YouTube,@Sky_infy,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=704"">11:44</a> That fantasy film was made too well",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",180,href fantasy film made well,5
81,YouTube,@Sky_infy,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=630"">10:30</a> Ranbir always assumed it as Hindi film industry. Six years ago there was no such craze/fight for South industry and Hindi film industry but still he used to say Hindi film industry. Loved it",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",181,href ranbir always assumed hindi film industry six years ago craze fight south industry hindi film industry still used say hindi film industry loved,5
82,YouTube,@RajasthanGk-RaJ02,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=193"">3:13</a> usko <br>I feel these 3 guys behave oversmartly everytime i mean <br>Even these stars seems uncomfortable with them <br><br>Several times in this episdoe they behVe like.....😞🙄🙄",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",182,href usko br feel 3 guys behave oversmartly everytime mean br even stars seems uncomfortable br br several times episdoe behve like,5
83,YouTube,@anubhavmishra4829,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=656"">10:56</a> Ranbir just predicted the year &quot;2022&quot; at that moment for bollywood.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",183,href ranbir predicted year quot 2022 quot moment bollywood,5
84,YouTube,@ami.7,https://www.youtube.com/watch?v=AK4zs3rRP1U,Rohan is fkin annoying 😶,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",184,rohan fkin annoying,5
85,YouTube,@kc0369,https://www.youtube.com/watch?v=AK4zs3rRP1U,Look at there body language,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",185,look body language,5
86,YouTube,@krrishkunal4860,https://www.youtube.com/watch?v=AK4zs3rRP1U,"You are making a fantasy film, don&#39;t fuck it up. Wise words!",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",186,making fantasy film 39 fuck wise words,5
87,YouTube,@rajbirsethi4186,https://www.youtube.com/watch?v=AK4zs3rRP1U,Ranbir now. Oh ott is big.,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",187,ranbir oh ott big,5
88,YouTube,@sultanaqureshi8566,https://www.youtube.com/watch?v=AK4zs3rRP1U,Show accha hai par jo itna kutte jaise haste hai chilla chilla kar change it,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",188,show accha hai par jo itna kutte jaise haste hai chilla chilla kar change,5
89,YouTube,@arushsingh7912,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=705"">11:45</a> spoiler: he did infact fucked it up",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",189,href spoiler infact fucked,5
90,YouTube,@shahjeelani2691,https://www.youtube.com/watch?v=AK4zs3rRP1U,Cz,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",190,cz,5
91,YouTube,@Sachin-yr4hb,https://www.youtube.com/watch?v=AK4zs3rRP1U,"Man I love how Ranbir presses on the word &#39;HINDI&#39; film industry at <a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=632"">10:32</a>",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",191,man love ranbir presses word 39 hindi 39 film industry href,5
92,YouTube,@prayashlahkar5170,https://www.youtube.com/watch?v=AK4zs3rRP1U,Handsome Rk uff😎☠️☠️😎,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",192,handsome rk uff,5
93,YouTube,@jackck69quest,https://www.youtube.com/watch?v=AK4zs3rRP1U,"AIB were talking cringe and crossing the line, Ranbir was being such a humble and gentleman.",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",193,aib talking cringe crossing line ranbir humble gentleman,5
94,YouTube,@nezreenashraf640,https://www.youtube.com/watch?v=AK4zs3rRP1U,Someone please put a mouth tape on the guy sitting next to Ranbir.... Annoying af,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",194,someone please put mouth tape guy sitting next ranbir annoying af,5
95,YouTube,@metalhammer5,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=703"">11:43</a> this did not age well..",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",195,href age well,5
96,YouTube,@nimaikrishna6449,https://www.youtube.com/watch?v=AK4zs3rRP1U,Wanting to slap Rohan man,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",196,wanting slap rohan man,5
97,YouTube,@shashi11sonu82,https://www.youtube.com/watch?v=AK4zs3rRP1U,"AiB really need to be polite at some place like sometime its okay to be Casual and abusive but at some point they were forgot the ranges between them and the Actors. Like AiB team Said &quot; Shahrukh&quot; but Ranbir said &quot;Shahrukh sir &quot;, So there&#39;s a difference.  One should know how to respect their seniors of their work that they are in.Ranbir is much reputed than AiB team so need to stop that over arrogance.  BE LIKE RANBIR, So calm and straight forward person in Hindi Film Industry. Really loves his work and like him as a person.❤",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",197,aib really need polite place like sometime okay casual abusive point forgot ranges actors like aib team said quot shahrukh quot ranbir said quot shahrukh sir quot 39 difference one know respect seniors work ranbir much reputed aib team need stop arrogance like ranbir calm straight forward person hindi film industry really loves work like person,5
98,YouTube,@sauravjyotisaikia9574,https://www.youtube.com/watch?v=AK4zs3rRP1U,and when he says &quot;Sushant in Dhoni&quot;...❤❤,,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",198,says quot sushant dhoni quot,5
99,YouTube,@swapblue,https://www.youtube.com/watch?v=AK4zs3rRP1U,"this was before the Sacred Games, so many didn&#39;t know the potential of web-series",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",199,sacred games many 39 know potential web series,5
100,YouTube,@BlankCall,https://www.youtube.com/watch?v=AK4zs3rRP1U,"<a href=""https://www.youtube.com/watch?v=AK4zs3rRP1U&amp;t=939"">15:39</a> heard a donkey laughing amidst all this , was it Ranbir?",,,,"Video: AIB Podcast : feat. Ranbir Kapoor (Part 02), Channel: All India Bakchod",200,href heard donkey laughing amidst ranbir,5
1,YouTube,@sabnurmallick6519,https://www.youtube.com/watch?v=zNH_-ZKM0go,This is how fuckboys act 😗,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",201,fuckboys act,5
2,YouTube,@pulkitsethi,https://www.youtube.com/watch?v=zNH_-ZKM0go,Jab ye 7th me tha tb conference hoti bhi thi?,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",202,jab ye 7th tha tb conference hoti bhi thi,5
3,YouTube,@VpP-ef5lh,https://www.youtube.com/watch?v=zNH_-ZKM0go,Jhoota,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",203,jhoota,5
4,YouTube,@sbhrdwj,https://www.youtube.com/watch?v=zNH_-ZKM0go,i wonder which grade alia was in at that time 😂,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",204,wonder grade alia time,5
5,YouTube,@Pasadena14,https://www.youtube.com/watch?v=zNH_-ZKM0go,All this in the 7th grade?!,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",205,7th grade,5
6,YouTube,@namratasarkar5707,https://www.youtube.com/watch?v=zNH_-ZKM0go,It feels like lie to act cool😂,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",206,feels like lie act cool,6
7,YouTube,@arzoosharma5721,https://www.youtube.com/watch?v=zNH_-ZKM0go,This must be in 1995 . I think conference calls existed.,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",207,must 1995 think conference calls existed,6
8,YouTube,@farhats680,https://www.youtube.com/watch?v=zNH_-ZKM0go,"Lol , how can he get a conference call back then.. lies ? Mobile wasn&#39;t there.. Ranbir is over 40 something <br>They are good actors at making such stories..bachpan se actor Hain ye 😂",,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",208,lol get conference call back lies mobile 39 ranbir 40 something br good actors making stories bachpan se actor hain ye,6
9,YouTube,@mohanmansi,https://www.youtube.com/watch?v=zNH_-ZKM0go,I think he’s losing his mojo. Nothing resonates anymore .,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",209,think losing mojo nothing resonates anymore,6
10,YouTube,@Inomad1984,https://www.youtube.com/watch?v=zNH_-ZKM0go,Sala aur hum yaha 7th standard ke evenings mein  Tution teacher ke terrace room mein maar kah rahe the.. middle class life ke funde,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",210,sala aur hum yaha 7th standard ke evenings mein tution teacher ke terrace room mein maar kah rahe middle class life ke funde,6
11,YouTube,@t.anya.agarwal,https://www.youtube.com/watch?v=zNH_-ZKM0go,"&quot;she fell for it&quot; <br>Well, as a girl I can say girls ARE stupid to trust these KIND OF MEN",,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",211,quot fell quot br well girl say girls stupid trust kind men,6
12,YouTube,@callmeaj3077,https://www.youtube.com/watch?v=zNH_-ZKM0go,actor in movie- sofe pe kare ?😏<br>actor in real- bhai tu usko call kar mujhe conference pe rakhiyo 💀,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",212,actor movie sofe pe kare br actor real bhai tu usko call kar mujhe conference pe rakhiyo,6
13,YouTube,@lightningcat9327,https://www.youtube.com/watch?v=zNH_-ZKM0go,Sare Bollywood actors ko 7th grade mein hi 1st love hota hai 😅par shadi toh😂,,,,"Video: Ranbir Kapoor on Cringiest thing for love #podcast#shorts#Rk#animal, Channel: ꜱᴀᴍꜱᴋᴀʀɪ",213,sare bollywood actors ko 7th grade mein hi 1st love hota hai par shadi toh,6
1,YouTube,@edgarsims9380,https://www.youtube.com/watch?v=_lE1xdJVCX0,&#39;promosm&#39; 😌,,,,"Video: From Ranbir&#39;s POV😍#shorts#bollywood #ranbirkapoor#shortsfeed, Channel: Machi shorts",214,39 promosm 39,6
1,YouTube,@ErenYeager19238,https://www.youtube.com/watch?v=mJRS9spIGn4,when rk insisted on mumbai loved it aamchi mumbai,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",215,rk insisted mumbai loved aamchi mumbai,6
2,YouTube,@Louiszz3,https://www.youtube.com/watch?v=mJRS9spIGn4,Jagga jasoos was unique movie i ever seen and I Love it,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",216,jagga jasoos unique movie ever seen love,6
3,YouTube,@rihanchoudhary5119,https://www.youtube.com/watch?v=mJRS9spIGn4,"Please react on ROCKSTAR, YEH JAWANI HAI DEEWANI, AE DIL HAI MUSHKIL",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",217,please react rockstar yeh jawani hai deewani ae dil hai mushkil,6
4,YouTube,@akashdeep-tg4im,https://www.youtube.com/watch?v=mJRS9spIGn4,Jaby please react to AIB roast of Arjun Kapoor and Ranveer Singh!!!!!,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",218,jaby please react aib roast arjun kapoor ranveer singh,6
5,YouTube,@josephjohn2987,https://www.youtube.com/watch?v=mJRS9spIGn4,I hope u like&quot; I hate love story &quot; Song......,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",219,hope u like quot hate love story quot song,6
6,YouTube,@SwapnilDharu,https://www.youtube.com/watch?v=mJRS9spIGn4,Emoty people...,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",220,emoty people,6
7,YouTube,@mdfarhanahmed4829,https://www.youtube.com/watch?v=mJRS9spIGn4,Jagga jasoos jhad gaya,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",221,jagga jasoos jhad gaya,6
8,YouTube,@donaldduckquack2065,https://www.youtube.com/watch?v=mJRS9spIGn4,remember they are not class mates they are glass mates so they try to be free,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",222,remember class mates glass mates try free,6
9,YouTube,@aviraaj9554,https://www.youtube.com/watch?v=mJRS9spIGn4,"Jabi please make a reaction vedio on best scene of mohhabatein, its on YouTube Hey   best scene of mohhabatein please! <a href=""https://www.youtube.com/watch?v=0QBeyPHDNVo"">https://youtu.be/0QBeyPHDNVo</a> <a href=""http://www.youtube.com/results?search_query=%23srk"">#srk</a> <a href=""http://www.youtube.com/results?search_query=%23srkian"">#srkian</a>",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",223,jabi please make reaction vedio best scene mohhabatein youtube hey best scene mohhabatein please href href href,6
10,YouTube,@aviraaj9554,https://www.youtube.com/watch?v=mJRS9spIGn4,"Jabi please make a reaction vedio on best scene of mohhabatein, its on YouTube Hey   best scene of mohhabatein please! <a href=""https://www.youtube.com/watch?v=0QBeyPHDNVo"">https://youtu.be/0QBeyPHDNVo</a> <a href=""http://www.youtube.com/results?search_query=%23srk"">#srk</a> <a href=""http://www.youtube.com/results?search_query=%23srkian"">#srkian</a>",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",224,jabi please make reaction vedio best scene mohhabatein youtube hey best scene mohhabatein please href href href,6
11,YouTube,@aviraaj9554,https://www.youtube.com/watch?v=mJRS9spIGn4,"Jabi please make a reaction vedio on best scene of mohhabatein, its on YouTube Hey   best scene of mohhabatein please! <a href=""https://www.youtube.com/watch?v=0QBeyPHDNVo"">https://youtu.be/0QBeyPHDNVo</a> <a href=""http://www.youtube.com/results?search_query=%23srk"">#srk</a> <a href=""http://www.youtube.com/results?search_query=%23srkian"">#srkian</a>",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",225,jabi please make reaction vedio best scene mohhabatein youtube hey best scene mohhabatein please href href href,6
12,YouTube,@aviraaj9554,https://www.youtube.com/watch?v=mJRS9spIGn4,"Jabi please make a reaction vedio on best scene of mohhabatein, its on YouTube Hey   best scene of mohhabatein please! <a href=""https://www.youtube.com/watch?v=0QBeyPHDNVo"">https://youtu.be/0QBeyPHDNVo</a> <a href=""http://www.youtube.com/results?search_query=%23srk"">#srk</a> <a href=""http://www.youtube.com/results?search_query=%23srkian"">#srkian</a>",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",226,jabi please make reaction vedio best scene mohhabatein youtube hey best scene mohhabatein please href href href,6
13,YouTube,@aviraaj9554,https://www.youtube.com/watch?v=mJRS9spIGn4,"Jabi please make a reaction vedio on best scene of mohhabatein, its on YouTube Hey   best scene of mohhabatein please! <a href=""https://www.youtube.com/watch?v=0QBeyPHDNVo"">https://youtu.be/0QBeyPHDNVo</a> <a href=""http://www.youtube.com/results?search_query=%23srk"">#srk</a> <a href=""http://www.youtube.com/results?search_query=%23srkian"">#srkian</a>",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",227,jabi please make reaction vedio best scene mohhabatein youtube hey best scene mohhabatein please href href href,6
14,YouTube,@aviraaj9554,https://www.youtube.com/watch?v=mJRS9spIGn4,"jabi please make a reaction vedio on best scene of mohhabatein, its on YouTube Hey   best scene of mohhabatein please! <a href=""https://www.youtube.com/watch?v=0QBeyPHDNVo"">https://youtu.be/0QBeyPHDNVo</a> <a href=""http://www.youtube.com/results?search_query=%23srk"">#srk</a> <a href=""http://www.youtube.com/results?search_query=%23srkian"">#srkian</a>",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",228,jabi please make reaction vedio best scene mohhabatein youtube hey best scene mohhabatein please href href href,6
15,YouTube,@AkshayNariyani,https://www.youtube.com/watch?v=mJRS9spIGn4,The guy sitting beside Ranbir is so damn annoying.,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",229,guy sitting beside ranbir damn annoying,6
16,YouTube,@garimasrivastava607,https://www.youtube.com/watch?v=mJRS9spIGn4,Khamba sounds so much like Arjun Kapoor !!,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",230,khamba sounds much like arjun kapoor,6
17,YouTube,@pranavpawar880,https://www.youtube.com/watch?v=mJRS9spIGn4,Ranbir correcting him for Bombay...damn that gave me a laugh😂😂,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",231,ranbir correcting bombay damn gave laugh,6
18,YouTube,@jrninja9232,https://www.youtube.com/watch?v=mJRS9spIGn4,"<a href=""https://www.youtube.com/watch?v=PAJRQbSf_tI"">https://youtu.be/PAJRQbSf_tI</a>",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",232,href,6
19,YouTube,@falconloverxxxxxx2936,https://www.youtube.com/watch?v=mJRS9spIGn4,Mayuri is so sweet,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",233,mayuri sweet,6
20,YouTube,@harshakesari501,https://www.youtube.com/watch?v=mJRS9spIGn4,Jaby bro... Big fan from Hyderabad... We&#39;re waiting for your next reaction video... But I have one suggestion for you... Please Please Please check out the AIB knockout roast... It is a 55 mins video... But you won&#39;t regret to take this suggestion... Please please please... Have a look at that video and react to it... I can guarantee you smiling like hell during that video...<br>P.S: The video is 18+ comedy...,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",234,jaby bro big fan hyderabad 39 waiting next reaction video one suggestion please please please check aib knockout roast 55 mins video 39 regret take suggestion please please please look video react guarantee smiling like hell video br p video 18 comedy,6
21,YouTube,@dittzz115,https://www.youtube.com/watch?v=mJRS9spIGn4,Please react to AIB podcast ft.    <br>Madhuri Dixit Nene,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",235,please react aib podcast ft br madhuri dixit nene,6
22,YouTube,@aravinda513,https://www.youtube.com/watch?v=mJRS9spIGn4,I have social anxiety eveytime Jaby brings a new person. How do you have so many friends?😂,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",236,social anxiety eveytime jaby brings new person many friends,6
23,YouTube,@mudexplorer,https://www.youtube.com/watch?v=mJRS9spIGn4,Ranbir with srk who got this,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",237,ranbir srk got,6
24,YouTube,@yashp7735,https://www.youtube.com/watch?v=mJRS9spIGn4,"If he gives 2-3 flops people start criticizing him like a mad but same happen with Akshay Kumar, Shahid,Nawaz everyone takes it easy.<br>Never put pressure on a actor like him,atleast he is trying something new.",,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",238,gives 2 3 flops people start criticizing like mad happen akshay kumar shahid nawaz everyone takes easy br never put pressure actor like atleast trying something new,6
25,YouTube,@rajat881,https://www.youtube.com/watch?v=mJRS9spIGn4,now only the lallantop is doing such candid interview. Miss these AIB podcasts.,,,,"Video: AIB PODCAST: FEAT RANBIR KAPOOR | Part 1 | Reaction w/ Mayuri!, Channel: CineDesi",239,lallantop candid interview miss aib podcasts,6
